"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_VLV_TL","0.0","","","","","false","","","","","","","","","Total :","30 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Pump_EN_BV","1.0","","","","","false","","","","","","","","","Total :","31 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_2_REV_TL","0.0","","","","","false","","","","","","","","","Total :","32 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_STG2_Limit_BV","0.0","","","","","false","","","","","","","","","Total :","33 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_P4_S_TL","0.0","","","","","false","","","","","","","","","Total :","34 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_REV_VLV_BV","0.0","","","","","false","","","","","","","","","Total :","35 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_DHWRT_TL","0.0","","","","","false","","","","","","","","","Total :","36 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_1_STG1_TL","0.0","","","","","false","","","","","","","","","Total :","37 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_P4C_AL","0.0","","","","","false","","","","","","","","","Total :","38 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lag_PS_BV","1.0","","","","","false","","","","","","","","","Total :","39 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lag_STG2_BV","0.0","","","","","false","","","","","","","","","Total :","40 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_P3_S_TL","0.0","","","","","false","","","","","","","","","Total :","41 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_1_REV_VLV","0.0","","","","","false","","","","Inactive","","","","","Total :","42 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","BLR_VLV","0.0","","","","","false","","","","Inactive","","","","","Total :","43 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP2_Long_TL","0.0","","","","","false","","","","","","","","","Total :","44 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_STG1_Limit_BV","0.0","","","","","false","","","","","","","","","Total :","45 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP1","0.0","","","","","","","","","","","","","","Total :","46 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_LEAD_LAG_BV","1.0","","","","","false","","","","","","","","","Total :","47 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_SOURCE_RWT_TL","0.0","","","","","false","","","","","","","","","Total :","48 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lag_PC_BV","1.0","","","","","false","","","","","","","","","Total :","49 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_2_STG1","0.0","","","","","false","","","","Inactive","","","","","Total :","50 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_STG1_Limit_BV_TL","0.0","","","","","false","","","","","","","","","Total :","51 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_2_STG2_TL","0.0","","","","","false","","","","","","","","","Total :","52 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_1_REV_VLV_TL","0.0","","","","","false","","","","","","","","","Total :","53 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_P3C_AL","0.0","","","","","false","","","","","","","","","Total :","54 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lag_STG1_BV","0.0","","","","","false","","","","","","","","","Total :","55 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_2_S_TL","0.0","","","","","false","","","","","","","","","Total :","56 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_P4C","1.0","","","","","false","","","","Inactive","","","","","Total :","57 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_MUA_SWT_TL","0.0","","","","","false","","","","","","","","","Total :","58 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_PS_BV","1.0","","","","","false","","","","","","","","","Total :","59 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Pre_DHWT_EN_BV","0.0","","","","","false","","","","","","","","","Total :","60 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HEX_1_VLV","1.0","","","","","false","","","","Inactive","","","","","Total :","61 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_LOAD_SWT_TL","0.0","","","","","false","","","","","","","","","Total :","62 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
"Generated On:","21-Jul-2017  7:18:54 AM","Site:","WAL","Report 4","ao, ai, *SP, *SP_AV, *_C, *_VLV, HP*","","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","WAL - HP, Boilers (1000)","Name","Value","","Units","","","ManualOverride","","","","DefaultValue","","","","","HP_Lead_PC_BV","1.0","","","","","false","","","","","","","","","Total :","63 objects","","Generated by ORCAview","Page -1 of 1","Rev 1.0"
